Timecode,BlendShapeCount,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight,mouthUpperUpLeft,browDownRight,browDownLeft,browInnerUp,browOuterUpRight,browOuterUpLeft,cheekPuff,cheekSquintRight,cheekSquintLeft,noseSneerRight,noseSneerLeft,tongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
100:42:37:22.001,61,6.4039E-06,0.288626611,0.05628204,0,0,0.061222941,0.030801995,6.4191E-06,0.28851828,0.063866608,0,0,0.061221998,0.030928569,0.084195681,0,0.002117159,0.095298655,0.0935551,0.084611081,0.083903715,0.03528313,0,0.055802904,0.031363368,0,0,0.084629461,0.082997255,0.164172769,0.159668729,0.12814562,0.064488344,0.086515747,0.148310259,0.064436324,0.057646964,0.123807073,0.118301094,0.032220647,0.028750328,0.050567024,0.05031544,0.088174343,0,0,0.041409895,0.055500127,0.050823711,0.076278999,0.074227147,0.000668851,0.005965948,0.238637462,0.006833807,-0.038912844,0.176223412,-0.003438017,-0.038912844,0.176223412,-0.003438017
100:42:37:23.001,61,5.8936E-06,0.290027767,0.057481378,0,0,0.061080642,0.033842538,5.9075E-06,0.28993389,0.062723473,0,0,0.061079606,0.03398142,0.083989039,0,0.002306761,0.095773958,0.094100237,0.084771037,0.084180795,0.034711499,0,0.062573493,0.037408851,0,0,0.084487751,0.082915984,0.162282392,0.159525931,0.128518611,0.064442873,0.086006597,0.144715443,0.064322181,0.057548415,0.124292128,0.118894197,0.032308653,0.028841965,0.056005001,0.055747844,0.088083156,0,0,0.041231901,0.055693012,0.050955325,0.076568142,0.07452137,0.000466284,0.005965948,0.238637462,0.006833807,-0.03821538,0.177088857,-0.003393048,-0.03821538,0.177088857,-0.003393048
100:42:37:24.002,61,5.4239E-06,0.290198326,0.05799523,0,0,0.061083395,0.035417847,5.4367E-06,0.290110707,0.062250376,0,0,0.061082304,0.03556034,0.08380729,0,0.002545694,0.097186342,0.09618175,0.084612921,0.085766926,0.034062214,0,0.065727711,0.040336989,0,0,0.084198996,0.082715541,0.158927217,0.158336908,0.130847022,0.064574413,0.085529514,0.14264594,0.064274557,0.057528745,0.124730296,0.119412527,0.032300979,0.028851042,0.059614759,0.05936924,0.087926254,0,0,0.041126605,0.05599267,0.051201101,0.076841831,0.074813694,0.000291167,0.005965948,0.238637462,0.006833807,-0.037927009,0.177197158,-0.003369508,-0.037927009,0.177197158,-0.003369508
100:42:37:25.003,61,4.9916E-06,0.289936811,0.055171579,0,0,0.061303813,0.035795189,5.0035E-06,0.28981328,0.065078989,0,0,0.061302703,0.03594961,0.08385206,0,0.002704387,0.097991981,0.097205721,0.084184729,0.086431205,0.033632293,0,0.066376932,0.03970224,0,0,0.084072307,0.082629971,0.157477707,0.157559216,0.134979844,0.064895131,0.085240386,0.141527399,0.064268373,0.057546906,0.124902323,0.119602256,0.032295361,0.028833563,0.061090399,0.060845424,0.087934248,0,0,0.040961448,0.056280658,0.051431447,0.076987736,0.074907705,0.000258902,0.005965948,0.238637462,0.006833807,-0.0396506,0.177013531,-0.003519005,-0.0396506,0.177013531,-0.003519005
100:42:37:26.003,61,4.5938E-06,0.288577825,0.052824028,0,0,0.061655212,0.035923839,4.6047E-06,0.288424432,0.067516401,0,0,0.061654091,0.036087904,0.084289841,0,0.002630797,0.0989265,0.098441906,0.083937623,0.087038063,0.032932919,0,0.04932911,0.031471279,0,0,0.083990388,0.08254832,0.156907871,0.157189801,0.137800917,0.065342203,0.085031584,0.141106695,0.064275213,0.057626005,0.125062883,0.119858712,0.032305259,0.028848514,0.059983242,0.05975093,0.088322789,0,0,0.041030783,0.056575961,0.0516649,0.077004522,0.074901901,0.000324028,0.005965948,0.238637462,0.006833807,-0.041136671,0.17616348,-0.003633308,-0.041136671,0.17616348,-0.003633308
100:42:37:27.004,61,4.2278E-06,0.286378682,0.049968872,0,0,0.062242284,0.035800185,4.2378E-06,0.286189586,0.070441581,0,0,0.062241182,0.035969663,0.084583789,0,0.002511564,0.099174447,0.098813631,0.080891259,0.087507092,0.032294825,0,0.044532776,0.028916011,0,0,0.083855614,0.082381219,0.156508192,0.156672165,0.142108828,0.065735534,0.08512494,0.140538886,0.064414263,0.057886802,0.124949776,0.119872734,0.032128129,0.028685426,0.051565841,0.051376738,0.089228064,0,0,0.041310694,0.056949407,0.051986001,0.076987371,0.074839354,0.000202849,0.005965948,0.238637462,0.006833807,-0.042920664,0.174796283,-0.00376135,-0.042920664,0.174796283,-0.00376135
100:42:37:28.004,61,6.74535E-05,0.289294988,0.05259965,0,0,0.062566184,0.031353694,6.73668E-05,0.28913632,0.068005957,0,0,0.062565103,0.031518608,0.084983409,0,0.001969333,0.099598698,0.09923029,0.080581367,0.087729342,0.031305097,0,0.050081182,0.038047034,0,0,0.084704474,0.083322883,0.156673357,0.156656742,0.143258169,0.066057064,0.084939547,0.140452802,0.064736605,0.058259256,0.125423327,0.121018805,0.032300077,0.028869323,0.045053244,0.044896439,0.090536781,0,0,0.041561689,0.057329934,0.052334052,0.076973036,0.07483688,0.000243345,0.005965948,0.238637462,0.006833807,-0.041434418,0.176597923,-0.003668685,-0.041434418,0.176597923,-0.003668685
100:42:37:29.005,61,7.96205E-05,0.289465547,0.052420873,0,0,0.0626899,0.026459027,7.95143E-05,0.289304733,0.068154901,0,0,0.062688902,0.026575694,0.087372042,0,0.001649367,0.100094289,0.099757031,0.079472572,0.089115277,0.024696937,0,0.040674381,0.033029173,0,0,0.085180134,0.083848789,0.156249672,0.156265318,0.156217605,0.06965258,0.085120201,0.140084371,0.065326549,0.059820902,0.125513583,0.121419922,0.032082528,0.028741669,0.031236008,0.031199927,0.092470124,0,0,0.043091048,0.057383839,0.052503854,0.076188996,0.074359454,0.000417549,0.005965948,0.238637462,0.006833807,-0.04152504,0.176700637,-0.003678862,-0.04152504,0.176700637,-0.003678862
100:42:37:30.006,61,0.000082665,0.29003343,0.051758297,0,0,0.062271249,0.033485137,8.25531E-05,0.289863646,0.068829082,0,0,0.062270362,0.033615742,0.087465324,0,0.001341958,0.098970227,0.098760933,0.07902997,0.089794114,0.023074336,0,0.041265309,0.032281943,0,0,0.085337028,0.083999887,0.155703232,0.1557827,0.145611137,0.068852231,0.085393637,0.140311405,0.065705493,0.060370915,0.12356019,0.119824402,0.032080974,0.028792979,0.023277303,0.023251515,0.093529254,0,0,0.043776788,0.057021201,0.052289963,0.075520106,0.073815122,0.000772269,0.005965948,0.238637462,0.006833807,-0.041935384,0.177041546,-0.003722431,-0.041935384,0.177041546,-0.003722431
100:42:37:31.006,61,0.000081103,0.293469191,0.050828591,0,0,0.06093283,0.037910398,8.09925E-05,0.293285579,0.069775626,0,0,0.060932275,0.038043268,0.086533442,0,0.00086518,0.098258719,0.098094247,0.078776933,0.090351127,0.022968281,0,0.047816396,0.032351948,0,0,0.085562013,0.084170893,0.154437795,0.153233677,0.143332288,0.068122335,0.08573658,0.140725672,0.06619557,0.060851302,0.122442462,0.118220061,0.032208797,0.028926233,0.020398282,0.020376483,0.09404742,0,0,0.04427119,0.056544591,0.051964346,0.07506346,0.073462002,0.00101787,0.005965948,0.238637462,0.006833807,-0.04250944,0.179130822,-0.00381817,-0.04250944,0.179130822,-0.00381817
100:42:37:32.007,61,7.73298E-05,0.294506818,0.050393738,0,0,0.059729941,0.043942802,0.000077224,0.294317126,0.070210248,0,0,0.059729774,0.044079918,0.085786976,0,0.000470345,0.095258877,0.095187336,0.078756645,0.090755954,0.025222033,0,0.04986877,0.032097168,0,0,0.085630857,0.084168926,0.153636202,0.152083427,0.139232606,0.065477632,0.086254396,0.143726051,0.06667383,0.061193209,0.119816616,0.115117185,0.032472085,0.029168816,0.018467946,0.018441528,0.094517671,0,0,0.044789873,0.055955585,0.051523607,0.074619159,0.073117383,0.001096458,0.005965948,0.238637462,0.006833807,-0.042773403,0.179760501,-0.003855465,-0.042773403,0.179760501,-0.003855465
